text,target,num_characters,num_words,num_sentences
Thought we could go out for dinner. I'll treat you! Seem ok?,0,49,16,3
Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,0,118,40,6
Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.,0,189,52,5
"Sure thing big man. i have hockey elections at 6, shouldn‰Û÷t go on longer than an hour though",0,77,20,2
Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...,0,68,22,2
Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),0,94,27,3
"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.",0,99,32,5
Yunny... I'm goin to be late,0,23,8,2
Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later,0,129,37,3
"Cool, want me to go to kappa or should I meet you outside mu",0,47,15,1
"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",0,122,37,4
May b approve panalam...but it should have more posts..,0,47,12,1
"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",1,134,30,4
Me i'm not workin. Once i get job...,0,29,11,2
And by when you're done I mean now,0,27,9,1
\Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But,0,61,19,3
Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx,0,112,38,3
FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,1,123,35,4
Is it your yahoo boys that bring in the perf? Or legal.,0,44,14,2
No need to say anything to me. I know i am an outsider,0,42,14,2
have you ever had one foot before?,0,28,8,1
Just got to  &lt;#&gt;,0,18,10,1
"Good! No, don‰Û÷t need any receipts‰ÛÓwell done! (‰Û_) Yes, please tell . What‰Û÷s her number, i could ring her",0,93,26,4
Leave it wif me lar... ÌÏ wan to carry meh so heavy... Is da num 98321561 familiar to Ì_?,0,71,22,1
Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),0,127,32,2
Infact happy new year. How are you where are you when are we seeing,0,54,15,2
"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",1,117,37,3
That's a shame! Maybe cld meet for few hrs tomo?,0,39,13,2
Lol I would but despite these cramps I like being a girl.,0,46,13,1
I canåÕt wait for cornwall. Hope tonight isnåÕt too bad as well but itåÕs rock night shite. Anyway iåÕm going for a kip now have a good night. Speak to you soon.,0,130,36,4
Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,0,113,30,3
Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,1,133,32,3
"Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...",0,122,41,5
I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?,0,72,22,3
ÌÏ comin to fetch us oredi...,0,24,7,1
What's nannys address?,0,20,5,1
Haf u eaten? Wat time u wan me 2 come?,0,29,12,2
Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,1,119,29,4
"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",0,72,23,1
This single single answers are we fighting? Plus i said am broke and you didnt reply,0,69,17,2
It certainly puts things into perspective when something like this happens,0,64,11,1
Now got tv 2 watch meh? U no work today?,0,31,12,2
i felt so...not any conveying reason.. Ese he... What about me?,0,53,16,1
How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,0,114,27,4
I told that am coming on wednesday.,0,29,8,1
"Its ok, called mom instead have fun",0,29,8,1
"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",1,96,25,2
Well if I'm that desperate I'll just call armand again,0,45,12,1
Are you at work right now ?,0,21,7,1
Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic,0,92,24,2
"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",0,126,40,5
Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back,0,101,31,1
Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.,0,63,18,2
And pls pls drink plenty plenty water,0,31,7,1
How are you doing. How's the queen. Are you going for the royal wedding,0,58,17,3
He's in lag. That's just the sad part but we keep in touch thanks to skype,0,59,19,2
Ok lor then we go tog lor...,0,22,8,1
Two teams waiting for some players,0,29,6,1
Can Ì_ send me a copy of da report?,0,27,10,1
"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care.",0,55,17,1
"Ok da, i already planned. I wil pick you.",0,33,12,2
"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or å£10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",1,122,28,3
I just really need shit before tomorrow and I know you won't be awake before like 6,0,67,18,1
I'm good. Have you registered to vote?,0,32,10,2
"Hmm ok, i'll stay for like an hour cos my eye is really sore!",0,48,17,1
Dear got bus directly to calicut,0,27,6,1
Mm umma ask vava also to come tell him can play later together,0,50,13,1
"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want",0,65,21,1
"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",0,137,32,1
&lt;#&gt;  w jetton ave if you forgot,0,30,13,1
Ok i'm coming home now.,0,19,7,1
Can not use foreign stamps in this country.,0,36,9,1
"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy",0,88,25,1
"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost å£1.50. 2 cancel send STOP",1,119,39,4
Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,0,67,16,1
Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,0,120,40,5
C movie is juz last minute decision mah. Juz watch 2 lar but i tot Ì_ not interested.,0,68,20,2
How are you enjoying this semester? Take care brother.,0,46,11,2
IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,1,136,29,2
"Get the door, I'm here",0,18,7,1
"Lets use it next week, princess :)",0,28,9,1
Or i go home first lar Ì_ wait 4 me lor.. I put down my stuff first..,0,53,19,2
I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,0,58,22,5
No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:),0,87,26,1
Oi when you gonna ring,0,18,6,1
Missed call alert. These numbers called but left no message. 07008009200,1,62,13,3
I attended but nothing is there.,0,27,7,1
Ard 530 like dat lor. We juz meet in mrt station then Ì_ dun haf to come out.,0,60,20,2
No dear i was sleeping :-P,0,21,7,1
Er mw im filled tuth is aight,0,23,7,1
Will be office around 4 pm. Now i am going hospital.,0,42,13,2
Actually i'm waiting for 2 weeks when they start putting ad.,0,50,13,1
Anything lor if they all go then i go lor...,0,35,11,1
U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?,0,60,20,2
Yo you around? A friend of mine's lookin to pick up later tonight,0,53,15,2
Stupid auto correct on my phone,0,26,6,1
Double eviction this week - Spiral and Michael and good riddance to them!,0,61,14,1
"\The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!\""",0,95,26,2
"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",0,107,30,4
Buy one egg for me da..please:),0,26,10,1
Have you started in skye,0,20,5,1
Have you bookedthe hut? And also your time off? How are you by the way?,0,57,18,3
And several to you sir.,0,19,6,1
U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,0,61,21,2
My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,0,78,22,3
FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP,1,127,34,3
Life style garments account no please.,0,33,7,1
Lol wtf random. Btw is that your lunch break,0,36,10,2
"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx",0,69,22,2
"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe",0,124,38,5
Detroit. The home of snow. Enjoy it.,0,30,10,3
Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!,1,111,29,4
"Aight, I'm chillin in a friend's room so text me when you're on the way",0,57,19,1
Is toshiba portege m100 gd?,0,23,6,1
Well welp is sort of a semiobscure internet thing,0,41,9,1
Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,1,89,19,3
"accordingly. I repeat, just text the word ok on your mobile phone and send",1,61,16,2
Loosu go to hospital. De dont let it careless.,0,38,11,2
How much for an eighth?,0,19,6,1
Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/,0,147,44,4
"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",0,97,27,3
Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...,0,73,24,3
"How about clothes, jewelry, and trips?",0,33,9,1
Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just å£5 by replying GET BBDELUXE and take the challenge,1,131,28,2
Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,0,70,22,3
important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,1,131,28,2
Are you plans with your family set in stone ?,0,36,10,1
Pls dont forget to study,0,20,5,1
You'll never believe this but i have actually got off at taunton. Wow,0,57,15,2
"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... ",0,116,30,1
She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,0,92,26,1
 &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,0,105,35,3
The greatest test of courage on earth is to bear defeat without losing heart....gn tc,0,71,17,1
SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,0,59,17,1
Hey so whats the plan this sat? ,0,25,8,1
Beauty sleep can help ur pimples too.,0,31,8,1
Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,0,99,25,2
Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,1,115,27,3
Where to get those?,0,16,5,1
"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.",0,85,26,3
Ball is moving a lot.will spin in last :)so very difficult to bat:),0,55,17,1
Haiyoh... Maybe your hamster was jealous of million,0,44,9,1
Can you please send me my aunty's number,0,33,9,1
I'm glad. You are following your dreams.,0,34,10,2
I've reached home finally...,0,25,6,1
"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",1,137,32,4
"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)",0,120,37,2
U can call now...,0,14,5,1
"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.",0,116,30,3
Yes. I come to nyc for audiitions and am trying to relocate.,0,49,14,2
I pocked you up there before,0,23,6,1
Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing,0,115,32,4
